opta_id,game_id,team_id,opp_team_id,home_away,match_day,full_name,birth_date,country,soccRole,position,team,opponent_team,mins_played,touches,xG,npxG,opxG,opshots,opgoals,goals,xA,opxA,xOVA,xA_received,xT,xT_pass,xT_carry,xT_from_passes_received,xg_blocked,xg_against_team
85288,2229005,123,124.0,h,11,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Cagliari,90,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068198,0.0022808,0.0015772,0.0008433,0.0199593,0.0188539,0.0011054,-0.0198282,0.1621208,0.4360389
85288,2229020,123,603.0,a,12,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Sampdoria,90,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074665,0.0027378,0.0013634,0.0013743,0.0184982,0.0187367,-0.0002385,0.0,0.1419148,0.9455719
85288,2229025,123,137.0,h,13,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Venezia,90,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015994,0.0015994,0.0004731,0.0011263,0.0152752,0.0149872,0.000288,0.0,0.540361,0.9971567
85288,2229041,123,2036.0,a,14,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Spezia,90,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048488,0.0040307,0.0027516,0.0012791,0.0211224,0.018447,0.0026754,-0.0139434,0.222061,0.6303928
85288,2229045,123,121.0,h,15,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Roma,90,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004281,0.0014015,0.0006232,0.0007783,0.008127,0.0081281,-1.1e-06,-0.007075,0.3401062,0.7850847
85288,2229054,123,125.0,h,16,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Fiorentina,90,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023362,0.0023362,9.93e-05,0.0022369,0.0155295,0.0147292,0.0008003,-0.0335612,0.0,1.2285333
85288,2229071,123,135.0,a,17,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Torino,90,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057193,0.0054663,0.0033441,0.0021222,0.0308133,0.0287089,0.0021044,-0.0300406,1.0489063,2.015977
85288,2229075,123,128.0,h,18,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Juventus,90,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020775,0.0019135,0.0008702,0.0010433,0.0100475,0.0096124,0.0004351,-0.0132064,0.4524652,1.5436839
85288,2229091,123,2182.0,a,19,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Sassuolo,90,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039262,0.0039262,0.003345,0.0005812,0.0302088,0.0302671,-5.83e-05,-0.0081523,0.1925026,0.5604804
85288,2229095,123,127.0,h,20,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Internazionale,90,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041144,0.0039944,0.0029384,0.001056,0.0096895,0.0098977,-0.0002082,-0.01176,0.4895434,2.0928515
85288,2229104,123,124.0,a,21,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Cagliari,90,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018169,0.0017124,0.000265,0.0014474,0.0103699,0.0084943,0.0018756,-0.0226733,0.1254737,1.6685346
85288,2229115,123,459.0,h,22,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Napoli,90,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016407,0.0015772,0.0005726,0.0010046,0.0086258,0.015764,-0.0071382,-0.0205539,0.5017211,2.249946
85288,2229127,123,126.0,a,23,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Verona,90,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026884,0.0023454,0.0011259,0.0012195,0.0194655,0.0186102,0.0008553,-0.0234017,0.5752362,1.6055356
85288,2229135,123,695.0,h,24,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Empoli,90,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056139,0.0054061,0.0035423,0.0018638,0.0556214,0.0547836,0.0008378,-0.0199358,0.604498,1.6354272
85288,2229148,123,129.0,a,25,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Lazio,90,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024688,0.0020476,0.0008579,0.0011897,0.0115648,0.0116127,-4.79e-05,-0.0155961,0.4748782,2.6580347
85288,2229154,123,2036.0,h,26,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Spezia,90,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001947,0.001947,0.0006469,0.0013001,0.0226799,0.0216099,0.00107,-0.0336563,0.0482372,0.5142383
85288,2229170,123,1025.0,a,27,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Salernitana,90,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043525,0.0043013,0.0033251,0.0009762,0.0244594,0.0242992,0.0001602,-0.0100145,0.4831505,1.086198
85288,2229174,123,135.0,h,28,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Torino,90,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035943,0.002507,0.0004244,0.0020826,0.0380588,0.0354275,0.0026313,-0.0393426,0.1169519,0.8097641
85288,2229185,123,125.0,a,29,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Fiorentina,90,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025087,0.002358,0.0013547,0.0010033,0.0149232,0.0137605,0.0011627,-0.0124018,1.2633655,2.6220117
85288,2229194,123,456.0,h,30,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Atalanta,90,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039141,0.0035587,0.0014554,0.0021033,0.0339842,0.0293883,0.0045959,-0.0291972,0.013451,1.7196355
85288,2229209,123,120.0,a,31,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Milan,90,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002313,0.002313,0.0017046,0.0006083,0.0269852,0.0268412,0.000144,-0.0091534,0.2787278,1.8229972
85288,2229214,123,603.0,h,32,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Sampdoria,90,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020459,0.001942,0.0009683,0.0009737,0.0119822,0.0105743,0.0014079,-0.0104677,0.3733701,0.6306765
85288,2229227,123,128.0,a,33,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Juventus,90,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042656,0.0028337,0.001962,0.0008718,0.001049,0.0025533,-0.0015043,-0.0072151,0.3490978,2.1476139
85288,2229250,123,121.0,a,35,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Roma,90,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048588,0.0048076,0.0037238,0.0010839,0.0250944,0.0232403,0.0018541,-0.0200999,0.4755502,0.9997971
85288,2229263,123,137.0,a,36,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Venezia,90,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022206,0.0022206,0.0010569,0.0011637,0.0281003,0.0262202,0.0018801,-0.017681,0.9577174,2.9752806
85288,2229264,123,2182.0,h,37,Lukasz Skorupski,1991-05-05,Poland,GK,Goalkeeper,Bologna,Sassuolo,90,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021472,0.001989,0.0008108,0.0011782,0.0155193,0.0148619,0.0006574,-0.0161473,0.6398516,2.4361513
472713,2228904,123,1025.0,h,1,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Salernitana,56,40.0,0.0301541,0.0301541,0.0301541,2.0,0.0,0.0,0.0054011,0.0052956,0.0206797,0.0150152,0.0410118,-0.0068193,0.0478311,0.0272335,0.073718,1.124023
472713,2228914,123,456.0,a,2,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Atalanta,81,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041036,0.0404936,0.0378301,0.002854,-0.0063231,-0.0139014,0.0075783,0.0030864,0.0,1.0342148
472713,2228925,123,126.0,h,3,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Verona,90,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042766,0.0036342,-0.0006658,0.0043001,-0.0034503,-0.0083725,0.0049222,-0.0273044,0.0,0.2688359
472713,2228937,123,127.0,a,4,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Internazionale,55,32.0,0.0238713,0.0238713,0.0238713,1.0,0.0,0.0,0.0053595,0.0048689,0.0223052,0.0065852,0.0342841,0.0039267,0.0303574,0.0070266,0.0,2.7352727
472713,2228945,123,990.0,h,5,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Genoa,80,65.0,0.0741174,0.0741174,0.0438207,1.0,0.0,1.0,0.0437766,0.0419849,0.0954182,0.020869,0.0501874,0.0447758,0.0054116,0.0140703,0.0,0.9718658
472713,2228954,123,695.0,a,6,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Empoli,45,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018471,0.0015009,-0.0308009,0.0323957,0.0038626,0.0105367,-0.0066741,0.0135995,0.0,0.5199793
472713,2228965,123,129.0,h,7,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Lazio,87,55.0,0.0727019,0.0727019,0.0727019,1.0,1.0,1.0,0.0051901,0.0047681,0.0632219,0.0143416,0.0474337,0.0024728,0.0449609,0.0217251,0.0,0.924318
472713,2228982,123,136.0,a,8,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Udinese,90,46.0,0.0133627,0.0133627,0.0133627,1.0,0.0,0.0,0.0208879,0.0207265,0.0120583,0.0219758,0.0296859,0.0003172,0.0293687,0.0223938,0.0,1.0800076
472713,2228985,123,120.0,h,9,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Milan,63,39.0,0.0473211,0.0473211,0.0473211,2.0,0.0,0.0,0.0051093,0.0043847,0.0391354,0.0126403,0.0221202,-0.0077081,0.0298283,0.0512082,0.1095967,1.081893
472713,2228999,123,459.0,a,10,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Napoli,81,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042094,0.0040697,0.0005736,0.0036711,0.0345397,0.0168436,0.0176961,0.0082258,0.0,2.5671534
472713,2229005,123,124.0,h,11,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Cagliari,90,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051566,0.0048868,-0.0020521,0.0072208,-0.0389528,-0.0393991,0.0004463,0.0367932,0.0,0.4360389
472713,2229020,123,603.0,a,12,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Sampdoria,90,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0130602,0.0129512,-0.0162976,0.0292488,0.0028624,0.0006606,0.0022018,0.0,0.013313,0.9455719
472713,2229025,123,137.0,h,13,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Venezia,79,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0388205,0.0205318,0.000389,0.0201428,0.0098326,-0.0169457,0.0267783,0.0,0.0,0.5424134
472713,2229041,123,2036.0,a,14,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Spezia,90,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003985,0.0025706,-0.0061865,0.0087572,-0.0296608,-0.0478631,0.0182023,0.0461872,0.0,0.6303928
472713,2229045,123,121.0,h,15,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Roma,90,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010729,0.0101761,0.0040149,0.0061612,0.0340255,0.0272138,0.0068117,0.0301462,0.0472684,0.7850847
472713,2229054,123,125.0,h,16,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Fiorentina,29,26.0,0.2419834,0.2419834,0.2419834,1.0,1.0,1.0,0.0016571,0.0014033,0.236157,0.0072297,0.0322024,-0.0091173,0.0413197,0.0263727,0.0,0.8239438
472713,2229071,123,135.0,a,17,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Torino,90,56.0,0.0812187,0.0812187,0.0544004,2.0,0.0,0.0,0.0173285,0.0169167,0.077621,0.0205144,0.0869249,0.0761031,0.0108218,-0.0027765,0.0,2.015977
472713,2229075,123,128.0,h,18,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Juventus,85,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194734,0.0185233,0.0047142,0.013809,-0.0164259,-0.0113985,-0.0050274,0.0536527,0.0,1.0164754
472713,2229091,123,2182.0,a,19,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Sassuolo,90,53.0,0.0824563,0.0824563,0.0381126,1.0,0.0,1.0,0.1041687,0.1037346,0.1322627,0.0539282,0.0897408,0.0657325,0.0240083,0.0728542,0.0,0.5604804
472713,2229095,123,127.0,h,20,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Internazionale,90,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122508,0.0120192,0.0096011,0.0024181,-0.0120367,-0.0544793,0.0424426,0.0198941,0.0,2.0928515
472713,2229115,123,459.0,h,22,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Napoli,72,40.0,0.0509453,0.0509453,0.0509453,2.0,0.0,0.0,0.0047209,0.004258,0.0311376,0.0240657,0.0121209,-0.0019281,0.014049,0.0110789,0.0,1.6718829
472713,2229127,123,126.0,a,23,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Verona,86,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0638429,0.0630912,0.0607168,0.0023744,0.1255553,0.1272181,-0.0016628,0.0059938,0.0593383,1.6055356
472713,2229148,123,129.0,a,25,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Lazio,78,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026933,0.0022756,0.0001444,0.0021312,-0.0112634,0.0025031,-0.0137665,0.0287345,0.167904,2.5789978
472713,2229154,123,2036.0,h,26,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Spezia,90,61.0,0.023908,0.023908,0.023908,1.0,0.0,0.0,0.2220514,0.2214382,0.2355239,0.0098224,0.1066156,0.0557286,0.050887,0.0416402,0.0813806,0.5142383
472713,2229170,123,1025.0,a,27,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Salernitana,90,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173383,0.1731186,0.158452,0.0146666,-0.0133557,-0.0167378,0.0033821,0.0529052,0.0,1.086198
472713,2229174,123,135.0,h,28,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Torino,90,45.0,0.0437495,0.0437495,0.0437495,1.0,0.0,0.0,0.0084828,0.0074814,0.0231759,0.0280551,-0.042657,0.0093555,-0.0520125,0.0196589,0.0,0.8097641
472713,2229185,123,125.0,a,29,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Fiorentina,90,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042345,0.0038548,-2.07e-05,0.0038756,0.0052699,0.0024436,0.0028263,0.0012427,0.0,2.6220117
472713,2229194,123,456.0,h,30,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Atalanta,87,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148729,0.0118436,-0.0007858,0.0126294,0.0447618,0.0136133,0.0311485,-0.0071426,0.0705443,1.7196355
472713,2229209,123,120.0,a,31,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Milan,71,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2548549,0.254424,0.2486381,0.005786,0.2056092,0.1874976,0.0181116,-0.0171755,0.0346713,1.2349935
472713,2229214,123,603.0,h,32,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Sampdoria,90,63.0,0.0740761,0.0740761,0.0740761,1.0,0.0,0.0,0.0495022,0.0491564,0.1064967,0.0167358,0.1297566,0.0148616,0.114895,0.0464733,0.0,0.6306765
472713,2229227,123,128.0,a,33,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Juventus,90,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104064,0.0097104,-0.010958,0.0206684,0.044169,0.0424475,0.0017215,0.0156515,0.0,2.1476139
472713,2229234,123,136.0,h,34,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Udinese,75,39.0,0.0741134,0.0741134,0.0741134,1.0,1.0,1.0,0.0182564,0.0180197,-0.0348917,0.1270248,0.0162326,0.0148059,0.0014267,0.0940784,0.0,1.3524807
472713,2229250,123,121.0,a,35,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Roma,90,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039303,0.0028948,-0.0012245,0.0041194,-0.0028795,-0.0177404,0.0148609,-0.0033583,0.0,0.9997971
472713,2229263,123,137.0,a,36,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Venezia,90,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875109,0.0865451,0.0726057,0.0139393,0.0465123,0.0426904,0.0038219,0.0177963,0.0535546,2.9752806
472713,2229264,123,2182.0,h,37,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Sassuolo,76,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0399964,0.0392453,0.0223821,0.0168632,0.0789789,0.0013771,0.0776018,-0.0046213,0.0,1.8925312
472713,2229276,123,990.0,a,38,Aaron Hickey,2002-06-10,Scotland,FB,Defender,Bologna,Genoa,18,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021897,0.0018269,-0.0032953,0.0051221,0.000184,0.0124785,-0.0122945,0.0218255,0.0,0.4363812
21125,2228904,123,1025.0,h,1,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Salernitana,90,96.0,0.6530723,0.6530723,0.0,0.0,0.0,2.0,0.0245478,0.023738,0.4104624,0.2667092,0.0971042,0.0596582,0.037446,-0.0344412,0.0,1.5728133
21125,2228914,123,456.0,a,2,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Atalanta,90,93.0,0.0733783,0.0733783,0.0733783,1.0,0.0,0.0,0.0120166,0.0074727,0.0380933,0.0429966,0.0868415,0.0812405,0.005601,-0.0287538,0.053212,1.1007209
21125,2228925,123,126.0,h,3,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Verona,90,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119434,0.0097945,0.0060136,0.0037808,0.0406362,0.0468239,-0.0061877,-0.006775,0.0,0.2688359
21125,2228937,123,127.0,a,4,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Internazionale,74,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1426545,0.1417002,0.1308081,0.0116246,0.0691076,0.036936,0.0321716,-0.0251152,0.0701934,3.2617702
21125,2228945,123,990.0,h,5,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Genoa,90,63.0,0.0715265,0.0715265,0.0,0.0,0.0,0.0,0.0365584,0.0362619,-0.0531926,0.1580492,0.1096918,0.0467149,0.0629769,0.092481,0.0,1.7536148
21125,2228954,123,695.0,a,6,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Empoli,90,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3752206,0.3732897,0.356586,0.0182626,0.1526667,0.1363692,0.0162975,-0.0397249,0.0909931,1.5077669
21125,2228965,123,129.0,h,7,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Lazio,90,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0230641,0.0222682,-0.0056684,0.0278671,0.1035933,0.0385731,0.0650202,0.0680457,0.0,0.924318
21125,2228982,123,136.0,a,8,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Udinese,90,69.0,0.1337056,0.1337056,0.0746191,1.0,0.0,0.0,0.0286362,0.0273391,0.13721,0.0240451,0.0453533,0.0434809,0.0018724,-0.0047968,0.0,1.0800076
21125,2228985,123,120.0,h,9,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Milan,90,63.0,0.0315618,0.0315618,0.0315618,1.0,0.0,0.0,0.1117318,0.101013,0.1132464,0.0200203,0.0582752,0.0538239,0.0044513,0.0069314,0.0,1.3881582
21125,2228999,123,459.0,a,10,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Napoli,90,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043226,0.0039701,0.0013677,0.0027092,0.0503332,0.0469217,0.0034115,-0.0409353,0.0,2.7234493
21125,2229005,123,124.0,h,11,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Cagliari,90,61.0,0.3898894,0.3898894,0.3898894,1.0,1.0,1.0,0.0138256,0.0128982,-0.0435036,0.4470663,0.0573612,0.0439146,0.0134466,0.1832119,0.0,0.4360389
21125,2229020,123,603.0,a,12,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Sampdoria,45,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016212,0.0011954,7.17e-05,0.0011237,0.0121572,0.0109508,0.0012064,0.0,0.0,0.1965966
21125,2229045,123,121.0,h,15,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Roma,10,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003454,0.0003454,-0.0056982,0.0060436,0.0064357,0.0064357,0.0,0.0034015,0.0,0.1047717
21125,2229054,123,125.0,h,16,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Fiorentina,61,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389672,0.0383352,0.0321251,0.00621,0.0370307,0.0177646,0.0192661,0.0246525,0.0,0.4045895
21125,2229071,123,135.0,a,17,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Torino,90,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118725,0.011346,-0.0236992,0.0350452,0.058498,0.0524919,0.0060061,0.0603356,0.0,2.015977
21125,2229075,123,128.0,h,18,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Juventus,45,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0465603,0.0464247,0.0322825,0.0141422,-0.0266693,-0.030458,0.0037887,0.0197872,0.0,0.5777082
21125,2229091,123,2182.0,a,19,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Sassuolo,18,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001671,0.0001671,-0.0013721,0.0015391,0.0070755,0.0054918,0.0015837,0.013157,0.0,0.0433743
21125,2229095,123,127.0,h,20,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Internazionale,90,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029018,0.0026128,-0.0068311,0.0094438,0.0391479,0.0244819,0.014666,-0.0164162,0.0,2.0928515
21125,2229104,123,124.0,a,21,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Cagliari,25,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016565,0.0016565,0.001463,0.0001934,0.0171807,0.0172732,-9.25e-05,-0.0033437,0.0,0.7001979
21125,2229115,123,459.0,h,22,Lorenzo De Silvestri,1988-05-23,Italy,FB,Defender,Bologna,Napoli,90,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086548,0.0080625,-0.0778025,0.085865,0.0364769,0.0165848,0.0198921,0.0583868,0.0,2.249946
